Sucesso,Melhor Fitness,Numero de gerações
False,-2070492,117
False,-2178513,111
False,-621047,155
False,-841471,153
False,-2069094,122
True,50000,103
False,-2203889,144
False,-5105,155
False,-6835,199
False,-1527045,119
False,-703897,136
False,-121725,267
False,-1611309,124
False,-523313,139
False,-174520,231
False,49982,215
False,-2201058,225
False,-1913613,192
False,49995,136
False,49959,424
False,49911,182
False,-1550179,131
False,-772144,124
False,-855505,136
False,-221972,193
False,-1334685,127
False,-533225,182
True,50000,74
False,-1814344,116
False,49981,160
False,-2221748,160
False,49966,196
True,50000,127
False,-1719936,120
False,-2195972,111
False,-2004163,158
False,-2053134,194
False,-1973667,117
False,-851222,133
False,-2229257,169
False,49995,167
False,-1063414,125
False,-889025,146
False,49997,185
False,-1600128,132
False,-453069,200
False,-1908449,116
False,-2140469,157
False,49981,155
False,-1974549,122
False,-279223,137
False,-1740571,116
False,-787255,135
False,-2113546,116
False,49992,289
False,-2125288,111
False,-158911,132
False,-630425,133
False,-2091691,113
False,-54842,150
False,-315106,155
False,-878259,155
False,49997,222
False,-2163331,112
False,-2062592,121
False,-2176682,111
True,50000,163
False,-204637,181
False,49803,172
False,-471416,251
False,49959,218
False,-1478840,156
False,-68763,190
False,-1953844,117
False,-332153,130
False,-673966,143
False,-369611,165
False,49955,178
False,-281036,213
False,-42145,235
False,-1579093,478
False,-2264369,108
False,49993,210
True,50000,154
False,-615153,158
False,-1338404,131
True,50000,86
False,-2189160,112
False,-2084556,166
False,49988,176
False,-1256187,286
False,49998,190
False,-30230,183
False,-1581743,123
False,-1863148,118
False,-461036,138
False,49978,146
False,49999,236
False,-838254,135
False,-234593,190
