Sucesso,Melhor Fitness,Numero de gerações
True,50000,133
True,50000,129
True,50000,147
True,50000,115
True,50000,149
True,50000,164
True,50000,176
True,50000,133
True,50000,148
True,50000,122
False,-2177171,112
True,50000,121
True,50000,208
True,50000,119
True,50000,185
True,50000,102
True,50000,183
True,50000,122
True,50000,135
True,50000,131
True,50000,183
True,50000,137
True,50000,152
True,50000,212
True,50000,126
False,-1761015,132
False,49999,242
True,50000,128
True,50000,128
True,50000,173
False,49999,209
True,50000,118
True,50000,123
True,50000,118
True,50000,135
True,50000,109
False,-1297569,136
True,50000,142
True,50000,174
True,50000,107
True,50000,111
True,50000,166
True,50000,147
True,50000,150
True,50000,120
True,50000,121
True,50000,142
True,50000,179
True,50000,125
True,50000,152
True,50000,128
True,50000,154
True,50000,159
False,-755250,150
True,50000,142
True,50000,164
True,50000,205
True,50000,134
True,50000,132
True,50000,129
True,50000,148
True,50000,125
True,50000,124
True,50000,140
True,50000,162
True,50000,193
True,50000,120
True,50000,124
True,50000,135
True,50000,111
True,50000,155
True,50000,127
True,50000,112
True,50000,121
True,50000,143
True,50000,118
True,50000,150
True,50000,111
True,50000,147
True,50000,119
True,50000,134
True,50000,119
True,50000,139
True,50000,115
True,50000,173
True,50000,142
True,50000,119
True,50000,123
True,50000,136
False,49998,266
True,50000,148
True,50000,106
True,50000,125
True,50000,131
True,50000,126
True,50000,116
True,50000,144
True,50000,130
True,50000,142
True,50000,172
