Sucesso,Melhor Fitness,Numero de gerações
True,50000,75
True,50000,110
False,49999,129
True,50000,313
True,50000,121
False,49998,183
False,49999,181
True,50000,52
True,50000,22
False,49991,110
True,50000,19
False,49999,112
True,50000,21
False,49999,272
True,50000,117
True,50000,58
True,50000,46
False,49999,149
True,50000,50
False,49991,121
False,49977,127
True,50000,16
False,49996,174
False,49990,112
False,49990,120
True,50000,124
True,50000,97
True,50000,123
False,49998,118
True,50000,233
False,49998,145
False,49998,147
True,50000,61
True,50000,97
True,50000,33
False,49998,131
False,49998,121
False,49999,133
True,50000,154
False,49998,110
True,50000,10
False,49999,168
True,50000,31
False,49993,113
True,50000,110
True,50000,113
False,49997,115
False,49999,126
False,49989,110
True,50000,53
True,50000,20
True,50000,165
True,50000,45
False,49999,161
False,43556,115
True,50000,26
True,50000,41
False,49999,200
True,50000,73
True,50000,186
False,49999,134
False,49998,143
False,49999,168
True,50000,107
False,49993,112
False,49998,126
True,50000,30
True,50000,121
False,49996,196
True,50000,154
False,49999,156
True,50000,70
True,50000,11
False,43039,141
False,49998,141
True,50000,57
False,49991,122
True,50000,117
True,50000,75
False,49999,120
False,49997,111
True,50000,119
True,50000,141
True,50000,70
True,50000,32
True,50000,87
False,49988,109
False,49999,144
True,50000,58
False,49983,115
True,50000,114
True,50000,58
True,50000,60
True,50000,14
True,50000,27
True,50000,156
True,50000,120
False,49999,147
False,49995,136
True,50000,23
