Sucesso,Melhor Fitness,Numero de gerações
False,48006,152
False,-1521145,128
False,49275,145
False,48351,272
False,-1248732,114
True,50000,74
False,-2350104,104
False,-2082456,116
False,-2220374,114
False,-2232916,112
False,49884,152
False,-393495,125
False,49800,148
False,23536,178
False,-1976121,113
False,-2278153,109
False,-2070019,118
False,40085,150
False,-2264341,117
False,-2210662,110
False,-1554465,119
False,41828,295
False,-504750,123
False,49725,136
False,44627,129
False,35284,128
False,-1438468,113
False,48203,122
False,-2169427,110
False,-2339256,102
False,-910053,118
False,36176,127
False,-2259789,107
False,-1961322,116
False,49995,243
False,49803,279
False,-2242433,110
False,47158,144
False,49495,131
False,-2279935,111
False,49975,122
False,49742,131
False,-1967284,111
False,-501593,120
False,-2317178,104
False,-1084251,114
False,33134,144
False,-12167,148
False,49949,277
False,-2066214,111
False,-2006957,113
False,-2301471,110
False,-2133705,132
False,-2313405,108
False,-1470381,114
False,-2158121,111
False,16024,129
False,-1852536,112
False,49993,162
False,41581,165
False,49986,225
False,-1973659,114
False,49439,365
False,49893,122
False,49749,201
False,28837,136
False,49637,130
False,-1388995,117
False,49836,204
False,45961,145
False,49857,132
False,-2167402,109
False,-157119,121
False,-2270701,107
False,49686,129
False,24476,160
False,-2255646,112
False,-2352447,103
False,41162,124
False,-1091982,119
False,-1603433,122
False,-2329706,106
False,20594,124
False,-1662122,120
False,-1759892,111
False,-1118771,117
False,-1664273,116
False,49795,196
False,-1941239,113
False,-1792046,115
False,49781,161
False,-2310449,107
False,49963,309
False,46691,376
False,49406,166
False,-2275303,109
False,-1620281,116
False,-839609,139
False,37415,134
False,-2241775,111
