Sucesso,Melhor Fitness,Numero de gerações
True,50000,123
True,50000,53
True,50000,101
True,50000,85
True,50000,32
False,49999,156
True,50000,58
True,50000,50
True,50000,161
False,49999,130
True,50000,103
True,50000,61
True,50000,42
True,50000,66
True,50000,33
True,50000,30
True,50000,30
True,50000,105
True,50000,26
False,49996,134
True,50000,49
True,50000,70
True,50000,36
True,50000,34
True,50000,41
True,50000,44
True,50000,41
True,50000,86
True,50000,40
False,49999,180
True,50000,35
True,50000,136
True,50000,68
True,50000,34
True,50000,32
True,50000,118
True,50000,30
True,50000,36
True,50000,23
True,50000,90
True,50000,58
True,50000,53
False,49994,137
True,50000,54
True,50000,49
True,50000,112
False,49999,140
False,49999,138
True,50000,40
True,50000,50
False,49999,153
True,50000,30
True,50000,87
True,50000,29
True,50000,65
True,50000,53
True,50000,57
True,50000,47
True,50000,39
True,50000,46
True,50000,52
True,50000,40
True,50000,68
True,50000,27
True,50000,128
True,50000,50
True,50000,73
True,50000,48
True,50000,109
True,50000,37
True,50000,35
False,49989,156
True,50000,66
True,50000,54
True,50000,109
True,50000,114
True,50000,119
True,50000,110
True,50000,39
True,50000,98
True,50000,94
True,50000,105
False,49991,134
True,50000,43
False,49997,122
True,50000,69
True,50000,75
True,50000,64
True,50000,59
True,50000,105
True,50000,63
True,50000,110
True,50000,100
True,50000,37
True,50000,45
True,50000,55
False,49999,147
True,50000,46
True,50000,31
True,50000,26
