Sucesso,Melhor Fitness,Numero de gerações
False,49920,116
False,49964,119
False,-76880,120
False,49922,117
False,-157591,107
False,49499,113
False,-33148,114
False,49987,152
False,49964,126
False,49813,117
False,48171,129
False,22579,121
False,49997,122
False,49684,116
False,49998,126
False,49756,128
False,49935,117
False,49957,120
False,49958,142
False,49863,120
False,49990,148
False,-130755,109
False,49902,116
False,49669,118
False,49948,149
False,49853,114
False,49996,119
False,49670,138
False,49989,161
False,42789,112
False,49935,119
False,-146682,107
False,49987,143
False,49989,124
False,49908,125
False,49893,118
False,49455,115
False,49135,117
False,42358,112
False,-56090,116
False,-137810,109
False,-132803,135
False,49872,117
False,-50645,117
False,49989,156
False,49992,122
False,49984,138
False,49937,116
False,49971,124
False,49746,117
False,-150070,109
False,48809,112
False,49982,118
False,-66146,110
False,49996,122
False,49649,117
False,49579,118
False,49997,210
False,49728,117
False,49774,116
True,50000,21
False,49671,114
False,-56270,113
False,-46964,182
False,-155038,108
False,49849,120
False,49992,122
False,49979,128
False,-135642,107
False,42399,117
False,49271,197
False,42093,114
False,49676,114
False,49999,164
False,-115826,113
False,-85224,113
False,-165697,108
False,-59921,217
False,49886,137
False,49881,113
False,49953,136
False,-145600,108
False,49557,120
False,-79921,115
False,49921,119
False,-135326,106
False,49390,124
False,-110468,111
False,-65709,111
False,49921,122
False,49943,187
False,-8836,122
False,49930,120
False,49853,136
False,49920,118
False,49529,114
False,49834,127
False,-137750,107
False,-123268,108
False,49927,117
