Sucesso,Melhor Fitness,Numero de gerações
True,50000,155
True,50000,127
True,50000,130
True,50000,159
True,50000,130
True,50000,137
True,50000,132
True,50000,149
True,50000,110
True,50000,190
True,50000,155
True,50000,170
True,50000,169
True,50000,156
True,50000,190
True,50000,127
True,50000,158
True,50000,131
True,50000,158
True,50000,104
True,50000,156
True,50000,137
True,50000,160
False,49999,250
True,50000,138
True,50000,141
True,50000,156
True,50000,119
True,50000,140
True,50000,163
True,50000,155
True,50000,193
True,50000,162
True,50000,186
True,50000,118
True,50000,142
True,50000,109
True,50000,126
True,50000,147
False,49999,233
True,50000,134
True,50000,134
True,50000,144
True,50000,168
True,50000,116
True,50000,123
True,50000,134
True,50000,127
True,50000,138
True,50000,120
True,50000,136
True,50000,108
True,50000,104
True,50000,146
True,50000,190
True,50000,140
True,50000,116
True,50000,154
True,50000,103
True,50000,106
True,50000,118
True,50000,144
True,50000,129
True,50000,136
True,50000,151
True,50000,175
True,50000,152
False,49996,225
True,50000,137
True,50000,140
True,50000,108
True,50000,220
True,50000,122
True,50000,129
True,50000,116
True,50000,153
True,50000,155
True,50000,126
True,50000,118
True,50000,136
True,50000,138
True,50000,115
True,50000,152
True,50000,156
True,50000,105
True,50000,120
False,49997,220
True,50000,139
True,50000,130
True,50000,144
True,50000,113
True,50000,124
True,50000,101
True,50000,148
True,50000,140
True,50000,103
True,50000,149
True,50000,131
True,50000,116
True,50000,94
