Sucesso,Melhor Fitness,Numero de gerações
False,-1133707,120
False,-2282450,111
False,-2296049,112
False,47388,315
False,-2311387,106
False,-2223508,109
False,-882312,127
False,38198,133
False,49929,160
False,14188,158
False,42708,125
False,-2224998,113
False,49632,128
False,49241,136
False,-1959591,112
False,-2223539,109
False,9575,122
False,-1844013,115
False,-847229,137
False,49822,130
False,-2271271,112
False,-2109243,110
False,-414635,141
False,-2000891,112
False,-1334645,117
False,-283822,128
False,-2125895,113
False,49849,304
False,-609186,120
False,49999,137
False,13698,296
False,49957,136
False,-1467005,114
False,-924791,126
False,-2255868,111
False,-1961782,113
False,-1601899,114
False,-2106070,112
False,-2163666,153
False,-2028760,133
False,-2265447,123
False,-2226076,112
False,-1556551,113
False,-2243455,110
False,-2199502,112
False,31042,128
False,36702,232
False,-2343432,102
False,-2187493,109
False,-2235264,108
False,-1424438,122
False,48649,136
False,-2282956,106
False,-1098331,116
False,12518,164
False,-2333651,105
False,-2224595,142
False,-2151980,112
False,-1548496,119
False,-2198809,111
False,-2313269,124
False,24667,247
False,-2293067,105
False,33431,123
False,-2193436,108
False,-2042820,111
False,46302,136
False,-1972945,116
False,49721,138
False,-2289289,135
False,-942824,136
False,-133949,123
False,47530,173
False,-568159,131
False,49878,174
False,-99936,120
False,-826945,140
False,-2240335,111
False,-1438351,116
False,-2314357,105
False,-1653469,123
False,-1948190,111
False,-2186569,128
False,-2124942,113
False,-2053089,112
False,-180224,121
False,-2278420,110
False,5856,126
False,-2249720,113
False,49974,135
False,48046,134
False,34526,161
False,-2285325,106
False,-2100732,113
False,-1693694,113
False,-2219118,123
False,-805488,151
False,-1486127,117
False,-2254559,109
False,-1798790,111
