Sucesso,Melhor Fitness,Numero de gerações
False,-2157134,111
False,-2274814,108
False,25939,127
False,-1530546,123
False,24356,177
False,41169,126
False,-479123,130
False,-1728666,112
False,-2228744,110
False,-2322979,108
False,-2142577,110
False,28377,255
False,49585,138
False,-2258941,128
False,-1689118,133
False,-2241307,111
False,36528,217
False,-2147875,110
False,-2080683,114
False,-1150303,120
False,-2069228,128
False,-1449622,121
False,-1297410,117
False,-535602,124
False,-2228592,116
False,-820916,124
False,-2257998,113
False,-2255934,108
False,-2144427,113
False,-2093689,228
False,-2313399,143
False,-689375,121
False,-2251138,226
False,-2238598,177
False,49858,223
False,-2192738,110
False,48282,160
False,49861,124
False,-1702477,118
False,23949,125
False,-2266432,113
False,-1020978,116
False,35604,222
False,-2257981,113
False,-1489310,125
False,-1096927,119
False,49991,216
False,49229,171
False,28562,194
False,41378,148
False,48713,126
False,-1788057,113
False,-2239022,111
False,-2183921,110
False,49997,206
False,-1427964,131
False,-2274170,109
False,-2318684,105
False,-2291032,106
False,49705,154
False,-574355,145
False,-634625,124
False,49999,151
False,-466713,156
False,-611543,156
False,-2201094,109
False,-2132330,114
False,49999,130
False,24588,130
False,48395,165
False,-48582,131
False,-594036,123
False,44693,191
False,49818,148
False,-2196728,110
False,-1983435,113
False,-2196723,111
False,-2217689,125
False,-2127565,122
False,21974,128
False,-2042671,112
False,-2195850,123
False,-1258445,114
False,49855,133
False,-1594447,115
False,-1888732,114
False,-2094533,112
False,-2308890,121
False,36759,125
False,-2150941,111
False,-2196981,109
False,44964,194
False,-1666972,114
False,40349,204
False,-2279257,113
False,-2243397,108
False,19306,150
False,-1584436,120
False,-103747,127
False,-2315862,107
