Sucesso,Melhor Fitness,Numero de gerações
False,49998,164
False,49999,142
True,50000,86
True,50000,109
True,50000,137
True,50000,111
True,50000,121
False,49999,152
True,50000,89
True,50000,93
False,49999,277
False,49999,144
True,50000,90
True,50000,67
True,50000,72
False,49998,186
True,50000,98
True,50000,95
False,49999,139
True,50000,142
True,50000,36
True,50000,49
False,49997,128
False,49999,172
True,50000,42
True,50000,52
True,50000,126
True,50000,25
True,50000,25
False,49999,108
True,50000,13
True,50000,92
False,49999,125
True,50000,58
True,50000,18
True,50000,65
True,50000,65
False,49999,123
False,49999,152
True,50000,62
True,50000,44
True,50000,90
True,50000,84
True,50000,89
True,50000,95
False,49980,111
True,50000,40
True,50000,81
True,50000,76
False,49999,167
True,50000,93
True,50000,98
True,50000,105
True,50000,21
False,49999,217
True,50000,48
True,50000,133
False,48509,158
True,50000,13
False,49999,118
True,50000,203
True,50000,35
False,49999,179
True,50000,165
True,50000,27
True,50000,48
True,50000,132
True,50000,52
True,50000,19
False,49998,111
True,50000,51
True,50000,134
True,50000,129
True,50000,53
True,50000,81
False,49999,142
True,50000,96
True,50000,97
True,50000,17
False,49998,246
True,50000,22
True,50000,146
False,49999,167
False,49999,134
True,50000,57
False,49999,142
False,49999,157
True,50000,26
True,50000,40
True,50000,42
True,50000,81
True,50000,62
False,49999,183
True,50000,96
True,50000,61
True,50000,138
False,49999,115
True,50000,211
False,49994,112
True,50000,85
