Sucesso,Melhor Fitness,Numero de gerações
False,49997,185
False,-1164889,134
False,49988,185
False,49731,187
False,49998,185
False,49945,157
False,-427882,175
False,-670799,181
False,-115446,192
False,49995,170
False,49986,187
False,49965,234
False,49910,196
False,-2008469,113
False,49993,328
False,-358783,137
False,-2011637,125
False,-1239064,156
False,49828,272
False,-586176,157
False,-1244982,127
False,-2053563,113
True,50000,143
False,-1920953,116
False,49998,174
True,50000,151
True,50000,128
False,49903,172
False,49863,231
False,49777,225
False,-2095127,234
False,-407393,168
False,49999,180
False,-1915412,117
False,-452618,136
False,-2080544,224
False,-1443116,177
False,-840741,123
False,-1505186,125
True,50000,119
False,-2179617,111
True,50000,299
False,49929,168
False,-486445,147
False,49991,208
False,49987,207
False,49999,216
False,49997,229
False,-1878763,121
False,49996,206
False,49837,197
False,49984,203
False,49999,217
False,49989,149
False,49998,141
False,49999,414
False,-1382364,119
False,-1227891,143
False,-1617191,120
False,-357525,177
False,49995,374
False,49739,225
False,-1010854,126
False,49982,213
True,50000,93
False,-706108,144
False,-93871,183
False,49999,254
False,-1914193,116
False,49926,156
False,49994,157
False,-2172065,213
False,49985,200
False,49955,183
False,-230161,180
False,-2141693,114
False,-1676991,117
False,49965,226
True,50000,80
False,-848257,141
False,49957,176
False,-1728321,120
False,49876,183
False,49989,224
False,49997,204
False,-2091412,116
False,49994,153
False,-2125480,112
False,49951,198
False,49992,158
True,50000,89
False,49993,240
False,-677959,125
False,-1735547,133
True,50000,69
True,50000,152
True,50000,187
False,49999,267
False,-219076,196
False,49762,177
