Sucesso,Melhor Fitness,Numero de gerações
True,50000,130
True,50000,115
False,49998,229
False,-259443,192
True,50000,105
True,50000,163
True,50000,191
True,50000,127
True,50000,98
True,50000,207
True,50000,172
False,-937281,185
False,-42422,252
True,50000,123
True,50000,89
True,50000,133
True,50000,121
True,50000,118
True,50000,160
False,-1016257,170
True,50000,193
False,-137378,260
True,50000,102
True,50000,365
False,-1924502,178
True,50000,151
True,50000,145
False,-1175209,135
True,50000,111
True,50000,229
True,50000,133
True,50000,136
True,50000,104
False,-686356,169
True,50000,122
False,-303914,359
True,50000,142
True,50000,127
True,50000,91
True,50000,163
True,50000,179
True,50000,182
True,50000,111
False,-544008,258
True,50000,150
True,50000,127
True,50000,137
True,50000,168
True,50000,139
True,50000,142
True,50000,174
True,50000,124
True,50000,126
True,50000,116
True,50000,109
True,50000,137
False,-109898,517
True,50000,150
False,-278392,275
True,50000,105
True,50000,157
True,50000,116
True,50000,109
False,-331329,325
True,50000,139
True,50000,227
True,50000,182
True,50000,102
True,50000,156
True,50000,123
False,49999,228
True,50000,328
True,50000,135
True,50000,150
False,-1564971,208
False,-1643076,141
True,50000,194
True,50000,157
True,50000,130
False,-865273,281
True,50000,111
True,50000,100
True,50000,119
True,50000,120
True,50000,114
True,50000,111
True,50000,115
True,50000,160
True,50000,163
True,50000,129
True,50000,143
True,50000,140
False,-2089223,169
False,-2072296,156
True,50000,165
True,50000,116
True,50000,150
True,50000,274
True,50000,133
True,50000,123
