Sucesso,Melhor Fitness,Numero de gerações
True,50000,59
True,50000,28
True,50000,57
True,50000,67
False,49997,125
True,50000,45
True,50000,56
True,50000,66
True,50000,47
True,50000,37
False,-110212,109
False,49996,130
True,50000,41
True,50000,67
True,50000,69
False,49990,120
False,49995,134
True,50000,32
False,49993,148
False,49988,125
True,50000,56
True,50000,37
True,50000,93
False,49994,127
True,50000,53
True,50000,28
True,50000,108
True,50000,28
True,50000,57
True,50000,47
True,50000,119
True,50000,24
True,50000,58
True,50000,69
True,50000,31
True,50000,85
True,50000,54
False,49999,133
True,50000,60
True,50000,37
False,49986,126
False,49997,180
True,50000,43
True,50000,79
True,50000,35
True,50000,58
False,49999,168
True,50000,30
True,50000,58
True,50000,66
True,50000,42
True,50000,56
False,49998,126
True,50000,23
True,50000,100
True,50000,78
True,50000,99
True,50000,69
True,50000,144
True,50000,34
True,50000,47
True,50000,76
True,50000,23
False,49999,143
True,50000,82
True,50000,38
True,50000,54
True,50000,55
True,50000,48
True,50000,37
True,50000,98
True,50000,27
True,50000,49
True,50000,67
True,50000,55
False,49999,175
True,50000,48
True,50000,62
False,49994,136
True,50000,39
False,49994,132
True,50000,47
True,50000,54
True,50000,133
True,50000,54
True,50000,100
False,49999,139
True,50000,42
True,50000,71
False,49995,132
True,50000,35
True,50000,61
True,50000,33
True,50000,70
True,50000,28
True,50000,97
False,49999,151
True,50000,47
True,50000,31
True,50000,59
