Sucesso,Melhor Fitness,Numero de gerações
True,50000,47
True,50000,51
False,49991,156
True,50000,153
False,49998,123
False,49997,122
True,50000,47
True,50000,67
True,50000,36
True,50000,52
True,50000,115
True,50000,36
True,50000,33
True,50000,69
True,50000,70
True,50000,28
False,-99017,115
True,50000,63
True,50000,57
True,50000,57
True,50000,61
True,50000,76
True,50000,88
True,50000,29
False,49992,175
False,49989,132
True,50000,48
True,50000,44
True,50000,154
True,50000,116
False,49999,149
False,49995,126
True,50000,30
False,49987,127
True,50000,62
False,-70786,151
True,50000,30
False,49987,174
True,50000,40
False,-6392,159
True,50000,63
True,50000,30
True,50000,46
True,50000,27
True,50000,56
True,50000,40
False,49999,128
True,50000,89
True,50000,50
True,50000,45
False,49990,161
False,49997,129
True,50000,43
False,-138891,122
True,50000,167
True,50000,29
False,49996,128
True,50000,39
True,50000,69
True,50000,81
True,50000,73
False,49999,144
True,50000,53
True,50000,58
False,49999,151
True,50000,22
True,50000,29
False,49998,170
False,49988,206
True,50000,69
True,50000,43
True,50000,63
False,49998,128
True,50000,49
False,49999,154
True,50000,47
True,50000,57
False,49998,126
True,50000,53
True,50000,45
True,50000,51
True,50000,36
False,49984,130
True,50000,41
False,-74819,120
True,50000,80
True,50000,79
False,49999,134
True,50000,39
True,50000,29
True,50000,118
True,50000,46
True,50000,21
False,49995,160
True,50000,50
True,50000,46
False,49989,135
False,-38640,124
False,49999,199
True,50000,39
