Sucesso,Melhor Fitness,Numero de gerações
True,50000,157
True,50000,56
True,50000,43
True,50000,22
True,50000,204
True,50000,116
False,49999,109
True,50000,47
False,49999,130
True,50000,132
False,47382,133
True,50000,157
True,50000,59
False,49999,149
True,50000,22
True,50000,94
False,47032,106
False,49999,119
False,49998,247
False,49992,108
True,50000,105
True,50000,122
False,49991,113
True,50000,51
True,50000,134
True,50000,114
True,50000,40
True,50000,50
True,50000,107
True,50000,21
True,50000,125
True,50000,14
True,50000,165
True,50000,17
True,50000,13
True,50000,83
True,50000,88
True,50000,83
False,49999,219
False,49996,130
True,50000,95
False,49996,113
True,50000,122
True,50000,122
False,49994,115
True,50000,108
True,50000,176
True,50000,12
False,49973,112
False,41104,107
True,50000,125
True,50000,51
False,49999,115
True,50000,13
True,50000,54
True,50000,65
True,50000,67
False,49999,112
True,50000,38
False,49997,110
True,50000,126
True,50000,56
True,50000,110
True,50000,24
True,50000,90
False,49995,116
False,43096,105
True,50000,23
False,49999,125
True,50000,25
False,49998,113
False,49996,193
True,50000,17
False,49999,129
False,49999,125
False,49999,194
True,50000,157
True,50000,61
True,50000,89
True,50000,94
False,49999,117
True,50000,146
False,49998,113
False,49997,110
True,50000,63
True,50000,190
True,50000,48
True,50000,88
True,50000,23
True,50000,89
True,50000,25
True,50000,49
True,50000,15
True,50000,91
True,50000,173
True,50000,55
True,50000,110
True,50000,43
False,49997,155
True,50000,49
