Sucesso,Melhor Fitness,Numero de gerações
True,50000,41
False,49995,151
False,49999,267
True,50000,68
False,-120488,111
True,50000,43
True,50000,29
False,49989,129
True,50000,118
True,50000,65
True,50000,100
True,50000,62
True,50000,53
True,50000,52
True,50000,46
True,50000,73
False,-29931,156
False,49983,143
True,50000,87
False,49996,181
True,50000,45
True,50000,52
True,50000,81
True,50000,40
True,50000,38
True,50000,39
True,50000,99
True,50000,21
True,50000,93
True,50000,211
True,50000,47
True,50000,25
True,50000,72
True,50000,69
True,50000,49
False,49997,136
True,50000,57
True,50000,27
True,50000,163
True,50000,49
True,50000,63
True,50000,97
False,49999,182
False,-123485,110
True,50000,50
False,49990,132
True,50000,53
False,-120224,145
True,50000,26
True,50000,54
True,50000,81
True,50000,44
True,50000,28
True,50000,49
True,50000,33
True,50000,42
True,50000,60
True,50000,87
False,-90704,112
True,50000,205
True,50000,96
False,-116230,198
True,50000,67
True,50000,78
True,50000,33
True,50000,89
True,50000,51
True,50000,44
False,49993,209
False,-101855,185
False,49999,135
False,49999,250
True,50000,48
False,49999,146
False,49999,219
True,50000,136
False,49998,176
True,50000,61
True,50000,82
True,50000,26
True,50000,47
True,50000,51
True,50000,36
True,50000,99
True,50000,23
False,-14318,365
False,-5259,128
True,50000,34
True,50000,36
False,-21718,142
True,50000,24
True,50000,36
False,49999,216
False,49995,130
True,50000,20
True,50000,76
True,50000,125
True,50000,32
True,50000,62
True,50000,72
