Sucesso,Melhor Fitness,Numero de gerações
True,50000,46
True,50000,73
True,50000,105
False,49981,122
False,-81140,121
True,50000,59
True,50000,42
True,50000,49
True,50000,37
True,50000,92
False,49999,151
True,50000,46
False,-111228,116
True,50000,69
False,49995,147
True,50000,39
True,50000,35
True,50000,85
False,49986,133
False,-33,156
False,49994,131
True,50000,48
True,50000,31
False,-45323,121
True,50000,36
True,50000,51
True,50000,88
True,50000,78
True,50000,73
True,50000,79
True,50000,30
True,50000,89
True,50000,68
True,50000,31
True,50000,34
True,50000,83
True,50000,30
True,50000,24
True,50000,34
False,49988,134
True,50000,86
True,50000,83
True,50000,37
True,50000,79
True,50000,27
True,50000,50
True,50000,64
True,50000,24
True,50000,36
True,50000,39
False,49984,128
True,50000,142
True,50000,65
False,49999,146
True,50000,40
True,50000,30
True,50000,58
True,50000,37
False,49981,134
True,50000,34
True,50000,59
True,50000,24
True,50000,117
True,50000,42
True,50000,31
False,49999,133
True,50000,41
False,49996,134
True,50000,73
True,50000,44
True,50000,41
True,50000,112
True,50000,143
True,50000,35
True,50000,57
False,49996,147
True,50000,33
True,50000,86
True,50000,41
True,50000,84
True,50000,53
True,50000,94
True,50000,66
True,50000,35
True,50000,66
True,50000,51
False,49990,146
False,49986,127
False,49999,221
True,50000,108
False,49997,122
True,50000,50
True,50000,56
True,50000,18
True,50000,142
True,50000,48
True,50000,90
True,50000,39
True,50000,113
True,50000,133
