Sucesso,Melhor Fitness,Numero de gerações
False,-129768,233
False,-155387,109
False,49982,154
False,49895,118
False,-160640,106
False,49752,119
False,-132907,108
False,49996,169
False,-154421,134
False,-133453,109
False,49938,120
False,49628,137
False,49788,223
False,49377,116
False,47851,115
False,49523,120
True,50000,73
False,49751,124
False,49996,126
False,49993,208
False,49974,132
False,49933,113
False,-105473,108
False,-157544,105
False,38343,113
False,-129018,109
False,49976,113
False,49542,118
False,49651,115
False,-127267,112
False,-159145,106
False,-25183,152
False,-137829,107
False,49984,123
False,-49464,111
False,-163471,107
False,49666,125
False,49949,158
False,49997,271
False,-34380,126
False,-140506,114
False,-145558,107
False,49867,119
False,49975,171
False,49993,162
False,49962,117
False,-161949,111
True,50000,33
False,-140085,107
False,48511,118
False,49929,142
False,-154637,104
False,49998,210
False,-67225,112
False,49997,130
False,-141868,108
False,-156322,107
False,-171671,111
False,-31723,120
False,49033,121
False,49397,133
False,49740,124
False,49898,162
False,49909,137
False,49862,120
True,50000,31
False,49999,126
False,49985,125
False,49932,112
False,-150984,107
False,49994,129
False,49455,115
False,-24487,305
False,-6219,118
True,50000,86
False,-151114,111
False,49296,156
False,49852,170
False,-28908,125
False,-51373,113
False,-149969,109
False,-109419,108
False,49962,140
False,-127660,120
True,50000,82
False,-23780,116
False,-69944,116
False,49994,133
False,-112977,108
False,46323,113
False,-92771,110
False,-18467,113
False,-157903,126
False,-114805,109
False,-128743,109
False,49215,117
False,-121489,122
False,49999,138
False,-28269,126
False,-157253,109
