Sucesso,Melhor Fitness,Numero de gerações
False,49994,48
True,50000,38
True,50000,29
False,49998,52
False,49999,56
True,50000,37
False,49961,57
False,49999,43
True,50000,36
True,50000,53
False,49999,52
True,50000,43
False,49998,43
True,50000,54
False,-121050,48
False,49999,69
False,-68399,39
True,50000,40
True,50000,32
False,49996,70
True,50000,57
False,-31001,38
True,50000,55
False,49986,40
False,49999,65
True,50000,26
False,-15211,55
False,49988,67
True,50000,39
True,50000,31
True,50000,37
False,-142471,31
True,50000,37
False,49999,41
True,50000,40
False,49999,87
False,49974,48
True,50000,43
True,50000,46
False,49999,53
False,49999,59
False,49998,81
True,50000,82
True,50000,34
True,50000,46
True,50000,44
False,-119880,30
False,49999,44
False,49999,61
False,49991,69
False,49985,41
True,50000,47
True,50000,67
True,50000,47
True,50000,32
False,49999,62
False,49998,57
True,50000,48
False,49992,57
False,49999,85
True,50000,31
True,50000,38
True,50000,39
True,50000,35
False,49991,53
False,49999,52
False,49998,55
False,49994,50
False,49997,45
False,49998,52
True,50000,61
False,-42930,33
True,50000,30
True,50000,87
True,50000,23
True,50000,59
False,49999,52
False,49999,67
True,50000,21
True,50000,59
True,50000,47
False,49997,43
False,49998,53
True,50000,51
False,49999,59
False,49997,48
True,50000,46
False,-37783,37
False,49991,56
True,50000,39
True,50000,30
True,50000,39
False,49999,73
True,50000,43
False,49998,43
False,49981,52
False,49999,67
False,49998,40
True,50000,45
False,49999,60
