Sucesso,Melhor Fitness,Numero de gerações
True,50000,67
True,50000,51
True,50000,40
False,49997,57
True,50000,41
False,49997,49
True,50000,41
False,49997,47
False,49994,45
True,50000,52
False,49992,48
False,49999,81
False,49998,57
True,50000,59
True,50000,38
False,49985,48
True,50000,31
True,50000,38
True,50000,28
False,49995,50
False,49999,78
True,50000,45
True,50000,39
True,50000,40
True,50000,75
True,50000,43
True,50000,24
True,50000,45
True,50000,48
True,50000,26
True,50000,38
False,49999,54
True,50000,64
True,50000,35
True,50000,41
True,50000,72
False,49990,41
False,49997,46
False,49999,60
True,50000,34
False,49998,41
False,49908,49
False,49998,43
False,49999,74
True,50000,45
True,50000,45
True,50000,41
False,-100919,30
False,49999,50
False,49998,51
True,50000,37
True,50000,55
True,50000,42
False,49990,81
True,50000,33
True,50000,42
False,49995,56
False,49992,48
False,49998,56
True,50000,37
True,50000,50
True,50000,50
False,49999,54
True,50000,37
True,50000,53
False,49994,55
False,49999,57
False,49999,63
False,49996,58
True,50000,45
False,49989,50
True,50000,42
True,50000,58
True,50000,24
True,50000,58
True,50000,34
False,49995,53
False,49992,52
False,49999,52
True,50000,44
True,50000,52
True,50000,36
True,50000,50
True,50000,55
True,50000,25
False,49984,54
False,49999,44
False,49998,49
True,50000,40
False,49999,53
True,50000,33
False,49994,43
True,50000,33
True,50000,54
False,49996,76
False,49999,61
True,50000,31
True,50000,53
False,49994,53
True,50000,77
