Sucesso,Melhor Fitness,Numero de gerações
False,-1509700,54
False,-1926283,34
False,-1867927,38
False,-1781027,39
False,-2174001,34
False,-1554982,47
True,50000,89
False,49999,113
False,49982,159
False,-533044,78
False,-269774,67
False,49990,105
False,49990,114
False,-1254020,58
False,49998,109
False,-982998,44
False,-692823,55
False,-2096432,33
False,-561980,65
False,-46740,78
False,-1570785,48
False,-637581,55
False,-297969,53
False,-1968547,34
False,49999,93
False,-394421,91
False,-2243672,27
False,-1086577,49
False,-168979,49
False,-1033309,53
False,-1926663,39
False,-737219,65
False,-313901,77
False,-1397743,43
False,-1053025,50
False,-2116907,35
False,-2116945,34
False,-1653329,49
False,-805173,57
False,-740537,79
False,-2186856,33
False,-2158243,30
False,49580,67
False,-422832,61
False,-2144964,33
False,-2202250,31
False,-2231634,30
False,-837435,51
False,49972,142
False,49849,97
False,-1613299,51
False,-2189971,29
False,49005,82
False,-168900,93
False,-2032656,36
False,-2095407,35
False,-289013,73
False,-325218,66
False,-629488,98
False,-657594,62
False,-2101736,32
False,-987676,65
False,-2214056,30
False,-522964,75
False,-1942484,42
False,-2154460,31
False,-2015906,33
False,-1599600,56
False,-2060933,43
False,-594726,67
False,-1041299,46
False,46425,82
False,49999,98
False,-2243333,34
False,49998,118
False,-662758,66
False,49996,96
False,-1954613,35
False,49984,95
False,-22305,91
False,-7708,93
False,-428795,78
False,-2188734,32
False,-2123765,31
False,-286458,75
False,-2076528,41
False,49998,103
False,49987,135
False,-1165843,52
False,49996,67
False,-2093514,34
False,-1320826,53
False,49993,98
False,-2102487,34
False,-1944584,37
False,-244191,83
False,-2045843,33
False,-982131,92
False,-1541796,37
False,49849,131
