Sucesso,Melhor Fitness,Numero de gerações
False,49933,98
False,49989,97
False,-1534714,72
False,-112808,76
False,-898198,42
False,49679,81
False,-726910,74
False,-1873998,37
False,-1439415,48
False,-2047487,57
False,-1327891,49
False,-1683835,59
False,-1834546,59
False,-361393,95
False,-486564,47
False,-346093,73
False,-789470,52
False,-2068144,33
False,49993,113
False,-620824,55
False,-268111,50
False,-2017815,35
False,-2011705,33
False,-2057475,35
False,49997,91
False,-2223530,49
False,-1330142,50
False,49976,82
False,-1620314,61
False,-212724,104
False,-794158,62
False,-1846809,44
False,-1377937,37
False,-1235483,54
False,-11841,69
False,-1989952,35
False,49996,106
False,-542385,95
False,49978,130
False,49975,63
False,-1775110,50
False,-1096550,58
False,-2046007,35
False,-140683,82
False,-36455,89
False,-1827569,39
False,49999,68
False,-1354494,53
False,-74868,94
False,49979,86
False,-992999,52
False,-642935,57
False,-120294,82
False,-848999,49
False,-206393,78
False,-2208502,31
False,-554961,52
False,-1678892,37
False,-2191632,36
False,-2785,101
False,-1368343,48
False,-1994500,34
False,-2146039,29
False,-1747670,51
False,-1203499,39
False,-1267187,50
False,49834,72
False,-1473590,65
False,-1431710,51
False,-243737,67
False,-2216734,32
False,49986,83
False,-2028790,35
False,-2152913,34
False,-704655,80
False,-1108661,60
False,-2099168,31
False,-1948077,38
False,-1505550,51
False,-2170033,33
False,-1960925,37
False,-1607866,39
False,-1860424,40
False,-1950429,35
False,-665440,45
False,49999,94
False,49997,73
False,-1560430,39
False,-1827947,56
False,-194279,81
False,-773453,55
False,-168919,92
True,50000,65
False,-777400,72
False,-49045,86
False,-2228565,31
False,49909,90
False,49994,83
False,-1250451,52
False,-473498,90
